
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
2011-11-09;24.671,26;3141349527494;25.488,52;3274930896422;25.782,00;3144849627565;25.525,11;11597983708;24.356,83;270873707631;25.702,87;3317808694526
2011-11-10;24.246,03;3088744234008;25.139,45;3232809274708;25.376,24;3097490712178;25.097,04;11410720237;23.995,01;266762834958;25.314,86;3268787923164
2011-11-11;24.159,73;3078213926490;25.028,17;3220157866142;25.295,74;3089008245762;25.025,00;11432690206;23.880,50;265535268175;25.204,17;3256134688318
2011-11-12;24.159,73;3078213926490;25.028,17;3220157866142;25.295,74;3089008245762;25.025,00;11432690206;23.880,50;265535268175;25.204,17;3256134688318
2011-11-13;24.159,73;3078213926490;25.028,17;3220157866142;25.295,74;3089008245762;25.025,00;11432690206;23.880,50;265535268175;25.204,17;3256134688318
2011-11-14;24.365,66;3107485987798;25.215,55;3246698554504;25.524,30;3121295069257;25.249,63;11593923561;24.077,41;267841749767;25.413,14;3285875962519
2011-11-15;24.394,38;3109242094475;25.261,63;3264698214705;25.523,80;3125609576419;25.270,37;11887989145;24.115,25;264172124617;25.468,67;3278205688982
2011-11-16;24.448,43;3117000806424;25.314,80;3275810369979;25.594,66;3138850575351;25.338,65;12291124024;24.135,65;269294714182;25.533,97;3293379032904
2011-11-17;24.375,64;3111169333516;25.273,24;3272816263517;25.547,72;3139465698493;25.313,96;12379970336;24.069,49;268819118860;25.478,43;3292157574965
2011-11-18;24.131,57;3080016178581;25.055,75;3244145907566;25.305,25;3111265329687;25.043,96;12255428569;23.853,97;266417134737;25.227,65;3260380038665
2011-11-19;24.131,57;3080016178581;25.055,75;3244145907566;25.305,25;3111265329687;25.043,96;12255428569;23.853,97;266417134737;25.227,65;3260380038665
2011-11-20;24.131,57;3080016178581;25.055,75;3244145907566;25.305,25;3111265329687;25.043,96;12255428569;23.853,97;266417134737;25.227,65;3260380038665
2011-11-21;23.952,73;3057154551351;24.843,56;3214125300561;25.094,89;3084423551747;24.838,56;12159716517;23.659,72;264276250289;25.012,54;3233541732388
2011-11-22;23.648,24;3018342805138;24.562,11;3178004894489;24.786,18;3045643463786;24.523,50;12005861826;23.342,73;260704908282;24.710,80;3195282124899
2011-11-23;23.632,08;3015605903689;24.523,60;3172627111826;24.739,19;3037519346183;24.479,38;11987996770;23.301,50;260235432968;24.675,62;3188791297484
2011-11-24;23.327,19;2976459390580;24.230,37;3132817910558;24.432,66;2999850857331;24.177,18;11843246385;22.978,95;256704351707;24.363,63;3148472432915
2011-11-25;23.250,46;2964952179841;24.143,62;3118904371810;24.353,72;2987745992887;24.109,46;11821385915;22.930,83;256229666003;24.255,37;3132999250392
2011-11-26;23.250,46;2964952179841;24.143,62;3118904371810;24.353,72;2987745992887;24.109,46;11821385915;22.930,83;256229666003;24.255,37;3132999250392
2011-11-27;23.250,46;2964952179841;24.143,62;3118904371810;24.353,72;2987745992887;24.109,46;11821385915;22.930,83;256229666003;24.255,37;3132999250392
2011-11-28;23.168,90;2952684816361;24.079,66;3108056660043;24.290,24;2977631737422;24.067,22;11788215014;22.837,34;255239689924;24.181,97;3122274075741
2011-11-29;23.516,88;2992991724780;24.393,41;3142162015492;24.644,78;3014187640248;24.418,03;11969295837;23.175,12;259006381284;24.535,79;3163378847940
2011-11-30;23.707,15;3007446437661;24.630,80;3157705278747;24.852,60;3024776920749;24.613,05;12107744459;23.352,09;260540179237;24.753,57;3179860751505
2011-12-01;24.135,11;3057898727016;25.022,24;3208398699967;25.331,74;3075963056921;25.098,34;12257059493;23.790,17;260780430894;25.190,90;3221773990358
2011-12-02;24.243,85;3071423269015;25.174,74;3227449157337;25.421,89;3086738916984;25.178,24;12300012133;23.958,69;262618404656;25.373,96;3243050748998
2011-12-03;24.243,85;3071423269015;25.174,74;3227449157337;25.421,89;3086738916984;25.178,24;12300012133;23.958,69;262618404656;25.373,96;3243050748998
2011-12-04;24.243,85;3071423269015;25.174,74;3227449157337;25.421,89;3086738916984;25.178,24;12300012133;23.958,69;262618404656;25.373,96;3243050748998
2011-12-05;24.272,20;3074705451987;25.202,15;3230394942764;25.444,13;3088235254096;25.186,49;12303062467;23.981,01;266600006604;25.389,73;3244138983568
2011-12-06;24.381,81;3089549986130;25.304,62;3245132899263;25.577,09;3106637654411;25.296,61;12396338321;24.077,50;267626578071;25.520,20;3261125483491
2011-12-07;24.218,08;3068534360058;25.163,60;3226591712870;25.410,53;3086698784102;25.140,53;12389806778;23.940,07;266017667260;25.357,53;3240456261244
2011-12-08;24.218,08;3068534360058;25.163,60;3226591712870;25.410,53;3086698784102;25.140,53;12389806778;23.940,07;266017667260;25.357,53;3240456261244
2011-12-09;23.982,70;3039137738945;24.931,53;3197826415175;25.126,85;3052752244536;24.870,51;12264831819;23.729,56;263670758321;25.112,78;3209524823557
2011-12-10;23.982,70;3039137738945;24.931,53;3197826415175;25.126,85;3052752244536;24.870,51;12264831819;23.729,56;263670758321;25.112,78;3209524823557
2011-12-11;23.982,70;3039137738945;24.931,53;3197826415175;25.126,85;3052752244536;24.870,51;12264831819;23.729,56;263670758321;25.112,78;3209524823557
2011-12-12;24.044,51;3047270815792;24.972,72;3203276188529;25.236,63;3066785189152;24.990,65;12339585103;23.779,38;264148872762;25.156,25;3216135729005
2011-12-13;23.848,65;3023265413188;24.780,29;3179819778591;24.971,60;3035772878359;24.746,51;12237147848;23.578,66;262008706733;24.938,25;3188731071345
2011-12-14;23.807,61;3020220072822;24.718,17;3176335608007;24.925,10;3032802468400;24.722,71;12391185985;23.515,64;261452367460;24.853,35;3177432433225
2011-12-15;23.617,18;2995406596994;24.522,42;3162030077135;24.710,15;3013408129834;24.539,84;13478219857;23.301,92;255233404482;24.659,77;3143108413350
2011-12-16;23.596,27;2996251775002;24.496,70;3156890189392;24.714,79;3015627805410;24.549,76;13939122087;23.271,86;254886798615;24.665,82;3152415377860
2011-12-17;23.596,27;2996251775002;24.496,70;3156890189392;24.714,79;3015627805410;24.549,76;13939122087;23.271,86;254886798615;24.665,82;3152415377860
2011-12-18;23.596,27;2996251775002;24.496,70;3156890189392;24.714,79;3015627805410;24.549,76;13939122087;23.271,86;254886798615;24.665,82;3152415377860
2011-12-19;23.643,40;3001950655691;24.531,66;3160369825476;24.749,28;3020806573525;24.585,84;13992765175;23.324,54;258900986584;24.717,40;3157888211080
2011-12-20;23.526,23;2985940981060;24.411,69;3143799949275;24.601,48;3001891792507;24.431,69;13922783495;23.194,95;257426556477;24.588,93;3140624072231
2011-12-21;23.764,12;3015504642966;24.634,20;3170653329588;24.866,93;3033518352572;24.697,11;14075260340;23.417,75;259897802961;24.814,51;3168682449648
2011-12-22;23.922,60;3033950919469;24.821,38;3192935716847;25.042,68;3054413214802;24.907,27;14213212166;23.589,82;261800469922;25.014,72;3193842965101
2011-12-23;23.988,77;3041463687822;24.879,09;3199884131427;25.122,70;3063445712635;24.977,83;14250365045;23.647,46;262446161581;25.077,02;3201202007199
2011-12-24;23.988,77;3041463687822;24.879,09;3199884131427;25.122,70;3063445712635;24.977,83;14250365045;23.647,46;262446161581;25.077,02;3201202007199
2011-12-25;23.988,77;3041463687822;24.879,09;3199884131427;25.122,70;3063445712635;24.977,83;14250365045;23.647,46;262446161581;25.077,02;3201202007199
2011-12-26;24.069,80;3050963467596;24.965,87;3210563575589;25.212,99;3074758412474;25.071,44;14308789146;23.733,12;263476325394;25.165,31;3212204531555
2011-12-27;24.059,80;3049227446319;24.965,34;3210520560112;25.210,18;3074198414982;25.066,70;14311662637;23.737,95;263486070976;25.159,79;3210961806629
2011-12-28;24.059,70;3048494989614;24.978,62;3211375087330;25.206,91;3073375442405;25.069,14;14328376652;23.750,76;263588927778;25.173,75;3212213482655
2011-12-29;23.877,52;3024976773476;24.803,72;3188463174287;24.992,22;3046810005115;24.855,74;14219360985;23.569,60;261259329887;24.965,29;3185954869350
2011-12-30;23.933,51;3025360675676;24.852,44;3188521437542;25.085,71;3051262162909;24.955,21;14297944907;23.626,37;261892113930;25.048,55;3189411459592
2011-12-31;23.933,51;3025360675676;24.852,44;3188521437542;25.085,71;3051262162909;24.955,21;14297944907;23.626,37;261892113930;25.048,55;3189411459592

Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2012-01-01;23.933,51;3025360675676;24.852,44;3188521437542;25.085,71;3051262162909;24.955,21;14297944907;23.626,37;261892113930;25.048,55;3189411459592
2012-01-02;23.917,77;3023160613153;24.844,69;3186195450675;25.067,89;3047495586263;24.930,41;14282433448;23.627,25;261810750624;25.039,11;3187819923648
2012-01-03;23.905,42;3016937714281;24.835,35;3188353617557;25.068,09;3043273465466;24.937,53;15094264542;23.626,88;256738341066;25.024,28;3177909453981
2012-01-04;24.141,27;3046702372081;25.041,62;3213841493235;25.289,68;3069283673123;25.131,70;15211181471;23.853,51;259255236218;25.269,68;3208054399653
2012-01-05;24.132,72;3044458387019;25.052,34;3214366824091;25.295,10;3069360014692;25.128,50;15234621439;23.869,14;262857242208;25.272,48;3207417524267
2012-01-06;24.073,72;3034940710801;24.990,03;3205675749249;25.219,85;3059818409803;25.083,17;15225265934;23.824,78;262331992484;25.194,41;3196242671705
2012-01-07;24.073,72;3034940710801;24.990,03;3205675749249;25.219,85;3059818409803;25.083,17;15225265934;23.824,78;262331992484;25.194,41;3196242671705
2012-01-08;24.073,72;3034940710801;24.990,03;3205675749249;25.219,85;3059818409803;25.083,17;15225265934;23.824,78;262331992484;25.194,41;3196242671705
2012-01-09;23.973,25;3021538683201;24.883,17;3191357103952;25.107,44;3045207177541;24.974,91;15174281835;23.733,62;261269362859;25.082,22;3181756227574
2012-01-10;24.101,33;3037436815686;25.010,97;3206484956824;25.246,38;3061464145649;25.103,60;15299969180;23.839,19;262434059327;25.230,88;3200211188892
2012-01-11;24.314,99;3064422086863;25.206,70;3231468731735;25.445,96;3085701524783;25.301,10;15464546374;24.042,14;264657312156;25.432,05;3224771715574
2012-01-12;24.271,35;3061079330744;25.172,83;3229367433009;25.412,61;3083789552525;25.256,06;15611890276;24.018,12;264512287710;25.396,59;3221331130136
2012-01-13;24.242,36;3063442434996;25.130,53;3230673252243;25.380,96;3083416774378;25.214,32;15844534194;24.015,59;265056384362;25.355,30;3217861429117
2012-01-14;24.242,36;3063442434996;25.130,53;3230673252243;25.380,96;3083416774378;25.214,32;15844534194;24.015,59;265056384362;25.355,30;3217861429117
2012-01-15;24.242,36;3063442434996;25.130,53;3230673252243;25.380,96;3083416774378;25.214,32;15844534194;24.015,59;265056384362;25.355,30;3217861429117
2012-01-16;24.222,95;3054529061068;25.126,18;3232495188477;25.346,72;3083741385146;25.166,52;16289264374;23.987,94;261713230774;25.329,74;3212476523149
2012-01-17;24.163,16;3051654296685;25.064,06;3229797178358;25.320,94;3084380045761;25.121,65;16493460043;23.938,60;261535117018;25.271,57;3211002796314
2012-01-18;24.322,81;3071291544683;25.215,32;3250373545970;25.483,05;3104948616985;25.264,35;16637233314;24.105,53;266081800735;25.421,97;3230594073360
2012-01-19;24.498,70;3092654844404;25.405,49;3273218804059;25.682,29;3128309722955;25.461,45;16772476543;24.266,12;267815992687;25.615,51;3254581515832
2012-01-20;24.601,03;3105573962093;25.493,62;3283320115625;25.778,49;3139247873721;25.565,30;16850359621;24.384,92;269128812582;25.700,23;3264494296893
2012-01-21;24.601,03;3105573962093;25.493,62;3283320115625;25.778,49;3139247873721;25.565,30;16850359621;24.384,92;269128812582;25.700,23;3264494296893
2012-01-22;24.601,03;3105573962093;25.493,62;3283320115625;25.778,49;3139247873721;25.565,30;16850359621;24.384,92;269128812582;25.700,23;3264494296893
2012-01-23;24.627,97;3108656389817;25.522,68;3287269748935;25.800,23;3141332892467;25.569,88;16908661909;24.407,58;269330425570;25.731,49;3268402030990
2012-01-24;24.608,22;3105669257266;25.493,79;3282579583380;25.788,50;3139511934013;25.546,13;16900126207;24.404,16;269284574434;25.708,92;3264985447744
2012-01-25;24.695,05;3116162186821;25.601,11;3295922413481;25.876,84;3150388368783;25.625,71;16961131937;24.462,85;269934510792;25.802,38;3276361006234
2012-01-26;24.772,12;3124779178294;25.692,12;3307172191285;25.970,52;3162005802716;25.713,03;17035636168;24.542,49;270817699887;25.889,76;3287526783092
2012-01-27;24.731,77;3119805367358;25.642,37;3301018141237;25.905,65;3155053935004;25.640,88;16999273953;24.536,46;270684176393;25.828,19;3280008384791
2012-01-28;24.731,77;3119805367358;25.642,37;3301018141237;25.905,65;3155053935004;25.640,88;16999273953;24.536,46;270684176393;25.828,19;3280008384791
2012-01-29;24.731,77;3119805367358;25.642,37;3301018141237;25.905,65;3155053935004;25.640,88;16999273953;24.536,46;270684176393;25.828,19;3280008384791
2012-01-30;24.760,63;3123019063945;25.668,01;3304699200217;25.943,51;3160232629718;25.697,44;17048571364;24.571,77;271088959750;25.866,26;3284515247729
2012-01-31;24.673,31;3105963757220;25.597,63;3289164128133;25.879,31;3145346072220;25.592,10;16986790184;24.469,74;269510982755;25.790,87;3268642834792
2012-02-01;24.811,06;3119256947883;25.730,21;3307676335709;25.996,21;3158500891673;25.727,70;18014165778;24.597,27;266853726004;25.928,44;3280338978233
2012-02-02;24.996,01;3142605319432;25.907,08;3330915040069;26.208,57;3185503109625;25.937,66;18161182720;24.784,56;268979449590;26.125,70;3305270715110
2012-02-03;25.092,87;3154957978819;26.019,37;3344871080628;26.302,68;3197297101056;26.040,77;18224228836;24.903,21;272439959255;26.236,36;3319249614019
2012-02-04;25.092,87;3154957978819;26.019,37;3344871080628;26.302,68;3197297101056;26.040,77;18224228836;24.903,21;272439959255;26.236,36;3319249614019
2012-02-05;25.092,87;3154957978819;26.019,37;3344871080628;26.302,68;3197297101056;26.040,77;18224228836;24.903,21;272439959255;26.236,36;3319249614019
2012-02-06;25.187,04;3166939763161;26.110,47;3356655731878;26.401,79;3208781063657;26.144,50;18337069184;25.010,90;273575083950;26.323,88;3330211071378
2012-02-07;25.230,49;3174301875498;26.165,19;3365547635901;26.461,03;3218735902872;26.170,42;18443721967;25.046,95;274022031847;26.382,22;3338635965236
2012-02-08;25.216,29;3175263773076;26.152,58;3369732928633;26.458,04;3224279879527;26.162,47;18467136762;25.040,07;274006952325;26.371,32;3339450970837
2012-02-09;25.253,40;3185210023964;26.200,17;3381527765420;26.490,58;3234393456976;26.209,11;18573486078;25.099,70;274710108800;26.411,65;3346919139305
2012-02-10;25.223,03;3182903596271;26.177,35;3382289747577;26.472,54;3235299664487;26.202,35;18715804339;25.089,69;274663043862;26.384,50;3345499320676
2012-02-11;25.223,03;3182903596271;26.177,35;3382289747577;26.472,54;3235299664487;26.202,35;18715804339;25.089,69;274663043862;26.384,50;3345499320676
2012-02-12;25.223,03;3182903596271;26.177,35;3382289747577;26.472,54;3235299664487;26.202,35;18715804339;25.089,69;274663043862;26.384,50;3345499320676
2012-02-13;25.114,42;3171236959322;26.080,15;3373496907734;26.355,72;3224687934359;26.084,66;18741282595;24.979,42;273658045299;26.280,63;3335116682533
2012-02-14;25.305,13;3201340272042;26.258,81;3403699642547;26.545,86;3255158251848;26.275,69;19017239642;25.148,38;275874454319;26.476,94;3365536110715
2012-02-15;25.392,09;3216111915625;26.356,01;3429989609184;26.627,90;3275337454121;26.319,41;22776030898;25.220,03;272696000304;26.561,24;3374204404158
2012-02-16;25.496,87;3232073409492;26.453,67;3445404731580;26.717,93;3292209942860;26.408,16;22882834366;25.314,44;274020948301;26.654,57;3390263805030
2012-02-17;25.617,98;3247842858768;26.575,71;3465196799218;26.865,40;3312757588725;26.560,68;23030156114;25.414,76;277748021124;26.791,74;3411964431061
2012-02-18;25.617,98;3247842858768;26.575,71;3465196799218;26.865,40;3312757588725;26.560,68;23030156114;25.414,76;277748021124;26.791,74;3411964431061
2012-02-19;25.617,98;3247842858768;26.575,71;3465196799218;26.865,40;3312757588725;26.560,68;23030156114;25.414,76;277748021124;26.791,74;3411964431061
2012-02-20;25.736,36;3263609874891;26.701,38;3483838965953;26.967,05;3328236652052;26.653,18;23207934079;25.527,07;279010410138;26.898,27;3428630648358
2012-02-21;25.732,45;3264767351395;26.700,03;3484657446974;26.971,71;3330272596253;26.658,90;23395820189;25.530,57;279048608672;26.889,94;3428101034446
2012-02-22;25.668,22;3257345177680;26.635,71;3477194866795;26.914,79;3323804933050;26.606,28;23387795524;25.482,47;278730068620;26.825,45;3421065496208
2012-02-23;25.708,46;3264223242352;26.658,70;3483885068843;26.954,91;3332813343599;26.633,31;23564531874;25.510,18;279040537145;26.868,19;3427616766115
2012-02-24;25.644,40;3258480184433;26.594,83;3477766259514;26.894,81;3327757907849;26.583,76;23556053520;25.466,24;278709284782;26.803,22;3422205192445
2012-02-25;25.644,40;3258480184433;26.594,83;3477766259514;26.894,81;3327757907849;26.583,76;23556053520;25.466,24;278709284782;26.803,22;3422205192445
2012-02-26;25.644,40;3258480184433;26.594,83;3477766259514;26.894,81;3327757907849;26.583,76;23556053520;25.466,24;278709284782;26.803,22;3422205192445
2012-02-27;25.652,16;3261790690516;26.593,89;3481485582299;26.889,17;3330118125042;26.594,57;23592892598;25.482,78;278922209699;26.820,63;3425961391640
2012-02-28;25.617,78;3258590497247;26.567,12;3480186888151;26.860,18;3328389840711;26.582,35;23590769533;25.438,61;278469822015;26.773,50;3421014748087
2012-02-29;25.662,67;3259414429161;26.599,31;3480213993240;26.908,33;3328890349083;26.638,03;23655529096;25.506,52;278891002999;26.827,94;3421886291189
2012-03-01;25.722,40;3265007299899;26.665,74;3493120448786;26.948,88;3333680277553;26.685,63;27575654950;25.572,07;275851031283;26.880,22;3422276970435
2012-03-02;25.870,95;3284986792861;26.817,47;3515016346830;27.132,82;3357338136628;26.849,62;27794297044;25.697,46;277251224936;27.044,97;3443684036959
2012-03-03;25.870,95;3284986792861;26.817,47;3515016346830;27.132,82;3357338136628;26.849,62;27794297044;25.697,46;277251224936;27.044,97;3443684036959
2012-03-04;25.870,95;3284986792861;26.817,47;3515016346830;27.132,82;3357338136628;26.849,62;27794297044;25.697,46;277251224936;27.044,97;3443684036959
2012-03-05;25.990,20;3302810184951;26.945,25;3533560271510;27.235,51;3373193623323;26.964,71;27921614011;25.803,94;278539222463;27.160,83;3459996513004
2012-03-06;25.825,68;3283911479159;26.791,28;3515753518810;27.084,76;3356580199056;26.797,12;27801641458;25.644,22;280275122786;26.995,70;3440607942401
2012-03-07;25.521,08;3246407501594;26.513,00;3480960113316;26.771,99;3322032285152;26.454,10;27482404559;25.343,21;277116691086;26.682,14;3401546443031
2012-03-08;25.613,28;3261314562193;26.596,73;3496606991574;26.884,68;3343350435471;26.585,37;27823223733;25.416,12;277900685256;26.784,51;3416654312627
2012-03-09;25.712,14;3276275554695;26.692,62;3511490996695;26.987,91;3358551056075;26.686,06;28046553907;25.530,59;279347421414;26.876,37;3429607032549
2012-03-10;25.712,14;3276275554695;26.692,62;3511490996695;26.987,91;3358551056075;26.686,06;28046553907;25.530,59;279347421414;26.876,37;3429607032549
2012-03-11;25.712,14;3276275554695;26.692,62;3511490996695;26.987,91;3358551056075;26.686,06;28046553907;25.530,59;279347421414;26.876,37;3429607032549
2012-03-12;25.767,98;3287005772075;26.734,35;3518844369711;27.021,02;3365739467453;26.731,77;28313139983;25.593,90;280267937572;26.916,62;3436631532381
2012-03-13;25.700,21;3281603743848;26.676,73;3514161296856;26.964,11;3362413373198;26.677,03;28567633577;25.538,93;279922372649;26.856,07;3431429305044
2012-03-14;25.923,36;3316317121940;26.884,75;3548991749125;27.194,63;3398256568972;26.919,11;29152419942;25.744,59;282598885233;27.078,95;3464959146803
2012-03-15;25.957,04;3322036664117;26.909,21;3567071301871;27.205,94;3411990338353;26.905,96;32496856592;25.777,90;279693391439;27.097,99;3472028578376
2012-03-16;25.985,51;3328005860747;26.934,12;3576352676875;27.253,48;3422511935704;26.943,40;32619493141;25.798,03;283354307905;27.130,77;3481257244709
2012-03-17;25.985,51;3328005860747;26.934,12;3576352676875;27.253,48;3422511935704;26.943,40;32619493141;25.798,03;283354307905;27.130,77;3481257244709
2012-03-18;25.985,51;3328005860747;26.934,12;3576352676875;27.253,48;3422511935704;26.943,40;32619493141;25.798,03;283354307905;27.130,77;3481257244709
2012-03-19;25.913,17;3321209775311;26.858,55;3569288233736;27.183,39;3416698374402;26.877,42;32545307229;25.751,50;282871571258;27.052,99;3477658249700
2012-03-20;25.989,43;3333770783928;26.944,22;3584085000833;27.272,45;3431963348082;26.953,64;32669295999;25.822,59;283691652487;27.132,78;3489114021807
2012-03-21;25.883,94;3322928825923;26.846,09;3573873039586;27.162,41;3422214893337;26.840,83;32921353151;25.712,65;282586873653;27.020,44;3476452857385
2012-03-22;25.857,95;3322508452820;26.807,36;3575270765265;27.133,86;3424556746257;26.814,98;32911911538;25.686,67;282389936092;26.964,46;3470961219363
2012-03-23;25.749,15;3312529642236;26.704,51;3566805764076;27.023,58;3417040536471;26.697,97;32829185051;25.578,72;281393941271;26.844,23;3458557673115
2012-03-24;25.749,15;3312529642236;26.704,51;3566805764076;27.023,58;3417040536471;26.697,97;32829185051;25.578,72;281393941271;26.844,23;3458557673115
2012-03-25;25.749,15;3312529642236;26.704,51;3566805764076;27.023,58;3417040536471;26.697,97;32829185051;25.578,72;281393941271;26.844,23;3458557673115
2012-03-26;25.838,66;3326062830364;26.792,47;3583428302528;27.124,66;3433187213524;26.795,42;33029348767;25.653,92;282241339325;26.940,44;3473471234701
2012-03-27;25.949,47;3343494515967;26.905,21;3601809475567;27.236,43;3450622958770;26.924,33;33261516311;25.765,70;283482771570;27.072,59;3491495415753
2012-03-28;26.047,19;3358062443359;26.999,60;3616383709324;27.319,26;3462838374471;27.015,88;33381105773;25.866,23;284665563012;27.163,44;3503870697074
2012-03-29;25.939,18;3346588433333;26.898,70;3604414493818;27.218,49;3451140978828;26.895,13;33242599493;25.769,15;283636565087;27.057,36;3490999750707
2012-03-30;25.792,09;3322552085343;26.750,59;3580494517745;27.082,25;3427892338411;26.752,75;33076084738;25.630,54;281666770085;26.921,77;3468416283271
2012-03-31;25.792,09;3322552085343;26.750,59;3580494517745;27.082,25;3427892338411;26.752,75;33076084738;25.630,54;281666770085;26.921,77;3468416283271
2012-04-01;25.792,09;3322552085343;26.750,59;3580494517745;27.082,25;3427892338411;26.752,75;33076084738;25.630,54;281666770085;26.921,77;3468416283271
2012-04-02;25.854,97;3329375635714;26.806,80;3597693806550;27.139,82;3440324601970;26.835,87;35165158255;25.691,62;278281908360;26.971,99;3466056497402
2012-04-03;25.932,25;3341002298782;26.883,89;3610657933145;27.221,46;3451581043518;26.933,35;35497069322;25.770,90;283411318327;27.059,67;3477837790764
2012-04-04;25.904,78;3334534162376;26.858,05;3600274823578;27.184,62;3441008010656;26.913,64;35308094294;25.766,18;283292516121;27.015,82;3470784632098
2012-04-05;25.693,45;3292863365026;26.646,97;3541831761989;26.967,80;3386732010249;26.664,39;34164215170;25.551,27;280934111457;26.796,67;3427654105547
2012-04-06;25.693,45;3292863365026;26.646,97;3541831761989;26.967,80;3386732010249;26.664,39;34164215170;25.551,27;280934111457;26.796,67;3427654105547
2012-04-07;25.693,45;3292863365026;26.646,97;3541831761989;26.967,80;3386732010249;26.664,39;34164215170;25.551,27;280934111457;26.796,67;3427654105547
2012-04-08;25.693,45;3292863365026;26.646,97;3541831761989;26.967,80;3386732010249;26.664,39;34164215170;25.551,27;280934111457;26.796,67;3427654105547
2012-04-09;25.735,07;3297140783007;26.682,37;3544312384111;27.007,63;3391476090528;26.710,48;34031878990;25.581,25;281210707296;26.828,69;3427878718926
2012-04-10;25.631,97;3284505747860;26.590,36;3533154021980;26.920,69;3383163482832;26.607,40;33922323389;25.496,67;280367914533;26.730,71;3414557847831
2012-04-11;25.397,31;3255745685450;26.340,97;3500503576791;26.673,46;3352373675476;26.391,35;33703046205;25.274,05;278146212979;26.475,45;3381605470579
2012-04-12;25.414,14;3261107288453;26.359,70;3506821403859;26.691,63;3358913379135;26.413,64;33913518958;25.283,84;278490591909;26.486,10;3385368777027
2012-04-13;25.494,33;3278016699418;26.433,58;3522498844756;26.771,79;3375833946042;26.534,13;34386862696;25.364,58;280083581848;26.566,61;3402893012358
2012-04-14;25.494,33;3278016699418;26.433,58;3522498844756;26.771,79;3375833946042;26.534,13;34386862696;25.364,58;280083581848;26.566,61;3402893012358
2012-04-15;25.494,33;3278016699418;26.433,58;3522498844756;26.771,79;3375833946042;26.534,13;34386862696;25.364,58;280083581848;26.566,61;3402893012358
2012-04-16;25.426,98;3258618671831;26.368,29;3514845951902;26.699,20;3368568109160;26.437,05;36467778929;25.300,93;275825358831;26.495,78;3390142888473
2012-04-17;25.427,89;3261195198950;26.368,89;3516392774114;26.717,88;3371895521058;26.427,99;36767428166;25.300,87;280627058722;26.495,07;3391808195022
2012-04-18;25.507,75;3270545241062;26.447,97;3525171743839;26.806,18;3382312100948;26.513,38;36812713481;25.371,66;281595956582;26.575,30;3401264071579
2012-04-19;25.489,16;3267499981762;26.436,90;3520532159606;26.786,90;3378435667034;26.497,79;36269046128;25.375,78;281708335765;26.561,76;3398641343069
2012-04-20;25.534,03;3270465120994;26.476,71;3519981944206;26.827,90;3376215259101;26.559,13;36286595712;25.424,64;282093297248;26.606,87;3400377860765
2012-04-21;25.534,03;3270465120994;26.476,71;3519981944206;26.827,90;3376215259101;26.559,13;36286595712;25.424,64;282093297248;26.606,87;3400377860765
2012-04-22;25.534,03;3270465120994;26.476,71;3519981944206;26.827,90;3376215259101;26.559,13;36286595712;25.424,64;282093297248;26.606,87;3400377860765
2012-04-23;25.568,65;3273962423908;26.502,75;3522169261763;26.866,98;3379343984169;26.597,35;36371593474;25.443,01;282059635958;26.641,27;3402936066492
2012-04-24;25.396,61;3250882470327;26.339,53;3497426689307;26.705,28;3356852999564;26.406,49;36091181924;25.288,97;280343210722;26.482,96;3380681061216
2012-04-25;25.405,37;3250366141829;26.345,69;3496706745449;26.705,21;3354360673685;26.433,69;36127820142;25.297,50;280451658279;26.482,45;3379354358915
2012-04-26;25.483,65;3259848052729;26.427,34;3507515233524;26.784,45;3364310243278;26.504,15;36237616577;25.373,97;281232687071;26.558,68;3388656158773
2012-04-27;25.470,70;3256044685690;26.427,20;3502004171048;26.784,90;3358373110764;26.507,89;36211741901;25.358,38;281061794707;26.540,23;3382624034528
2012-04-28;25.470,70;3256044685690;26.427,20;3502004171048;26.784,90;3358373110764;26.507,89;36211741901;25.358,38;281061794707;26.540,23;3382624034528
2012-04-29;25.470,70;3256044685690;26.427,20;3502004171048;26.784,90;3358373110764;26.507,89;36211741901;25.358,38;281061794707;26.540,23;3382624034528
2012-04-30;25.545,14;3259337461351;26.498,62;3503407465989;26.859,24;3358239533904;26.571,15;36347544182;25.423,74;281261372772;26.617,87;3384215969062
2012-05-01;25.545,14;3259337461351;26.498,62;3503407465989;26.859,24;3358239533904;26.571,15;36347544182;25.423,74;281261372772;26.617,87;3384215969062
2012-05-02;25.624,11;3266962911230;26.582,58;3517836722677;26.938,81;3367859940063;26.668,35;37741667703;25.516,24;278506239178;26.699,61;3385134393610
2012-05-03;25.610,62;3263994283295;26.584,93;3515734271430;26.937,60;3365664292543;26.649,97;37734076152;25.505,81;282243342773;26.691,55;3382769012955
2012-05-04;25.427,26;3240238735182;26.388,58;3489191458358;26.741,91;3339958237103;26.454,37;37488360914;25.324,45;280117303818;26.488,78;3356646847190
