Date,Open,High,Low,Close,Volume
2007-04-01,22251,22251,22251,22251,0
2007-04-02,22251,22369,22251,22369,0
2007-04-03,22369,22401,22369,22401,0
2007-04-04,22401,22457,22401,22457,0
2007-04-05,22457,22641,22457,22641,0
2007-04-06,22641,22641,22641,22641,0
2007-04-07,22641,22641,22641,22641,0
2007-04-08,22641,22641,22641,22641,0
2007-04-09,22641,22731,22641,22731,0
2007-04-10,22731,22747,22731,22747,0
2007-04-11,22747,22864,22747,22864,0
2007-04-12,22864,22918,22864,22918,0
2007-04-13,22918,22918,22877,22877,0
2007-04-14,22877,22877,22877,22877,0
2007-04-15,22877,22877,22877,22877,0
2007-04-16,22877,22937,22877,22937,0
2007-04-17,22937,23058,22937,23058,0
2007-04-18,23058,23133,23058,23133,0
2007-04-19,23133,23133,23112,23112,0
2007-04-20,23112,23112,23099,23099,0
2007-04-21,23099,23099,23099,23099,0
2007-04-22,23099,23099,23099,23099,0
2007-04-23,23099,23188,23099,23188,0
2007-04-24,23188,23291,23188,23291,0
2007-04-25,23291,23291,23224,23224,0
2007-04-26,23224,23228,23224,23228,0
2007-04-27,23228,23311,23228,23311,0
2007-04-28,23311,23311,23311,23311,0
2007-04-29,23311,23311,23311,23311,0
2007-04-30,23311,23311,23292,23292,0
2007-05-01,23292,23292,23292,23292,0
2007-05-02,23292,23292,23273,23273,0
2007-05-03,23273,23273,23239,23239,0
2007-05-04,23239,23315,23239,23315,0
2007-05-05,23315,23315,23315,23315,0
2007-05-06,23315,23315,23315,23315,0
2007-05-07,23315,23430,23315,23430,0
2007-05-08,23430,23489,23430,23489,0
2007-05-09,23489,23504,23489,23504,0
2007-05-10,23504,23504,23458,23458,0
2007-05-11,23458,23517,23458,23517,0
2007-05-12,23517,23517,23517,23517,0
2007-05-13,23517,23517,23517,23517,0
2007-05-14,23517,23517,23418,23418,0
2007-05-15,23418,23479,23418,23479,0
2007-05-16,23479,23479,23399,23399,0
2007-05-17,23399,23399,23361,23361,0
2007-05-18,23361,23453,23361,23453,0
2007-05-19,23453,23453,23453,23453,0
2007-05-20,23453,23453,23453,23453,0
2007-05-21,23453,23453,23453,23453,0
2007-05-22,23453,23534,23453,23534,0
2007-05-23,23534,23593,23534,23593,0
2007-05-24,23593,23593,23543,23543,0
2007-05-25,23543,23582,23543,23582,0
2007-05-26,23582,23582,23582,23582,0
2007-05-27,23582,23582,23582,23582,0
2007-05-28,23582,23582,23456,23456,0
2007-05-29,23456,23553,23456,23553,0
2007-05-30,23553,23661,23553,23661,0
2007-05-31,23661,23661,23613,23613,0
2007-06-01,23613,23742,23613,23742,0
2007-06-02,23742,23742,23742,23742,0
2007-06-03,23742,23742,23742,23742,0
2007-06-04,23742,23882,23742,23882,0
2007-06-05,23882,24045,23882,24045,0
2007-06-06,24045,24081,24045,24081,0
2007-06-07,24081,24081,24037,24037,0
2007-06-08,24037,24037,23910,23910,0
2007-06-09,23910,23910,23910,23910,0
2007-06-10,23910,23910,23910,23910,0
2007-06-11,23910,23910,23693,23693,0
2007-06-12,23693,23789,23693,23789,0
2007-06-13,23789,23868,23789,23868,0
2007-06-14,23868,23868,23844,23844,0
2007-06-15,23844,23970,23844,23970,0
2007-06-16,23970,23970,23970,23970,0
2007-06-17,23970,23970,23970,23970,0
2007-06-18,23970,24189,23970,24189,0
2007-06-19,24189,24357,24189,24357,0
2007-06-20,24357,24388,24357,24388,0
2007-06-21,24388,24479,24388,24479,0
2007-06-22,24479,24479,24415,24415,0
2007-06-23,24415,24415,24415,24415,0
2007-06-24,24415,24415,24415,24415,0
2007-06-25,24415,24482,24415,24482,0
2007-06-26,24482,24482,24465,24465,0
2007-06-27,24465,24465,24419,24419,0
2007-06-28,24419,24419,24354,24354,0
2007-06-29,24354,24354,24353,24353,0
2007-06-30,24353,24353,24353,24353,0
2007-07-01,24353,24353,24353,24353,0
2007-07-02,24353,24353,24353,24353,0
2007-07-03,24353,24520,24353,24520,0
2007-07-04,24520,24740,24520,24740,0
2007-07-05,24740,24835,24740,24835,0
2007-07-06,24835,24851,24835,24851,0
2007-07-07,24851,24851,24851,24851,0
2007-07-08,24851,24851,24851,24851,0
2007-07-09,24851,24851,24828,24828,0
2007-07-10,24828,24864,24828,24864,0
2007-07-11,24864,24929,24864,24929,0
2007-07-12,24929,24929,24823,24823,0
2007-07-13,24823,24823,24806,24806,0
2007-07-14,24806,24806,24806,24806,0
2007-07-15,24806,24806,24806,24806,0
2007-07-16,24806,24806,24806,24806,0
2007-07-17,24806,24926,24806,24926,0
2007-07-18,24926,25011,24926,25011,0
2007-07-19,25011,25011,25002,25002,0
2007-07-20,25002,25002,24945,24945,0
2007-07-21,24945,24945,24945,24945,0
2007-07-22,24945,24945,24945,24945,0
2007-07-23,24945,25054,24945,25054,0
2007-07-24,25054,25054,25027,25027,0
2007-07-25,25027,25196,25027,25196,0
2007-07-26,25196,25196,25042,25042,0
2007-07-27,25042,25042,24867,24867,0
2007-07-28,24867,24867,24867,24867,0
2007-07-29,24867,24867,24867,24867,0
2007-07-30,24867,24867,24488,24488,0
2007-07-31,24488,24488,24389,24389,0
2007-08-01,24389,24613,24389,24613,0
2007-08-02,24613,24613,24605,24605,0
2007-08-03,24605,24605,24368,24368,0
2007-08-04,24368,24368,24368,24368,0
2007-08-05,24368,24368,24368,24368,0
2007-08-06,24368,24475,24368,24475,0
2007-08-07,24475,24475,24286,24286,0
2007-08-08,24286,24286,24122,24122,0
2007-08-09,24122,24180,24122,24180,0
2007-08-10,24180,24399,24180,24399,0
2007-08-11,24399,24399,24399,24399,0
2007-08-12,24399,24399,24399,24399,0
2007-08-13,24399,24399,24078,24078,0
2007-08-14,24078,24078,23845,23845,0
2007-08-15,23845,23845,23845,23845,0
2007-08-16,23845,23845,23823,23823,0
2007-08-17,23823,23823,23166,23166,0
2007-08-18,23166,23166,23166,23166,0
2007-08-19,23166,23166,23166,23166,0
2007-08-20,23166,23166,22576,22576,0
2007-08-21,22576,22759,22576,22759,0
2007-08-22,22759,23072,22759,23072,0
2007-08-23,23072,23265,23072,23265,0
2007-08-24,23265,23608,23265,23608,0
2007-08-25,23608,23608,23608,23608,0
2007-08-26,23608,23608,23608,23608,0
2007-08-27,23608,23817,23608,23817,0
2007-08-28,23817,23985,23817,23985,0
2007-08-29,23985,24035,23985,24035,0
2007-08-30,24035,24035,23865,23865,0
2007-08-31,23865,24034,23865,24034,0
2007-09-01,24034,24034,24034,24034,0
2007-09-02,24034,24034,24034,24034,0
2007-09-03,24034,24187,24034,24187,0
2007-09-04,24187,24458,24187,24458,0
2007-09-05,24458,24504,24458,24504,0
2007-09-06,24504,24524,24504,24524,0
2007-09-07,24524,24524,24415,24415,0
2007-09-08,24415,24415,24415,24415,0
2007-09-09,24415,24415,24415,24415,0
2007-09-10,24415,24415,24408,24408,0
2007-09-11,24408,24408,24154,24154,0
2007-09-12,24154,24154,24020,24020,0
2007-09-13,24020,24149,24020,24149,0
2007-09-14,24149,24156,24149,24156,0
2007-09-15,24156,24156,24156,24156,0
2007-09-16,24156,24156,24156,24156,0
2007-09-17,24156,24156,24156,24156,0
2007-09-18,24156,24156,24156,24156,0
2007-09-19,24156,24156,24156,24156,0
2007-09-20,24156,24269,24156,24269,0
2007-09-21,24269,24843,24269,24843,0
2007-09-22,24843,24843,24843,24843,0
2007-09-23,24843,24843,24843,24843,0
2007-09-24,24843,24891,24843,24891,0
2007-09-25,24891,24960,24891,24960,0
2007-09-26,24960,25028,24960,25028,0
2007-09-27,25028,25028,24976,24976,0
2007-09-28,24976,25170,24976,25170,0
2007-09-29,25170,25170,25170,25170,0
2007-09-30,25170,25170,25170,25170,0
2007-10-01,25170,25380,25170,25380,0
2007-10-02,25380,25423,25380,25423,0
2007-10-03,25423,25688,25423,25688,0
2007-10-04,25688,25768,25688,25768,0
2007-10-05,25768,25768,25629,25629,0
2007-10-06,25629,25629,25629,25629,0
2007-10-07,25629,25629,25629,25629,0
2007-10-08,25629,25629,25627,25627,0
2007-10-09,25627,25826,25627,25826,0
2007-10-10,25826,25863,25826,25863,0
2007-10-11,25863,25907,25863,25907,0
2007-10-12,25907,26079,25907,26079,0
2007-10-13,26079,26079,26079,26079,0
2007-10-14,26079,26079,26079,26079,0
2007-10-15,26079,26079,26079,26079,0
2007-10-16,26079,26164,26079,26164,0
2007-10-17,26164,26220,26164,26220,0
2007-10-18,26220,26220,26081,26081,0
2007-10-19,26081,26223,26081,26223,0
2007-10-20,26223,26223,26223,26223,0
2007-10-21,26223,26223,26223,26223,0
2007-10-22,26223,26236,26223,26236,0
2007-10-23,26236,26236,25989,25989,0
2007-10-24,25989,25989,25898,25898,0
2007-10-25,25898,26146,25898,26146,0
2007-10-26,26146,26146,26145,26145,0
2007-10-27,26145,26145,26145,26145,0
2007-10-28,26145,26145,26145,26145,0
2007-10-29,26145,26250,26145,26250,0
2007-10-30,26250,26512,26250,26512,0
2007-10-31,26512,26705,26512,26705,0
2007-11-01,26705,26705,26705,26705,0
2007-11-02,26705,26705,26654,26654,0
2007-11-03,26654,26654,26654,26654,0
2007-11-04,26654,26654,26654,26654,0
2007-11-05,26654,26654,26611,26611,0
2007-11-06,26611,26611,26202,26202,0
2007-11-07,26202,26247,26202,26247,0
2007-11-08,26247,26282,26247,26282,0
2007-11-09,26282,26282,26083,26083,0
2007-11-10,26083,26083,26083,26083,0
2007-11-11,26083,26083,26083,26083,0
2007-11-12,26083,26083,25936,25936,0
2007-11-13,25936,25936,25577,25577,0
2007-11-14,25577,25577,25541,25541,0
2007-11-15,25541,25813,25541,25813,0
2007-11-16,25813,25813,25741,25741,0
2007-11-17,25741,25741,25741,25741,0
2007-11-18,25741,25741,25741,25741,0
2007-11-19,25741,25741,25636,25636,0
2007-11-20,25636,25636,25362,25362,0
2007-11-21,25362,25362,25266,25266,0
2007-11-22,25266,25266,24902,24902,0
2007-11-23,24902,24902,24775,24775,0
2007-11-24,24775,24775,24775,24775,0
2007-11-25,24775,24775,24775,24775,0
2007-11-26,24775,24880,24775,24880,0
2007-11-27,24880,24975,24880,24975,0
2007-11-28,24975,24975,24823,24823,0
2007-11-29,24823,25065,24823,25065,0
2007-11-30,25065,25342,25065,25342,0
2007-12-01,25342,25342,25342,25342,0
2007-12-02,25342,25342,25342,25342,0
2007-12-03,25342,25510,25342,25510,0
2007-12-04,25510,25562,25510,25562,0
2007-12-05,25562,25562,25485,25485,0
2007-12-06,25485,25642,25485,25642,0
2007-12-07,25642,25792,25642,25792,0
2007-12-08,25792,25792,25792,25792,0
2007-12-09,25792,25792,25792,25792,0
2007-12-10,25792,25902,25792,25902,0
2007-12-11,25902,25939,25902,25939,0
2007-12-12,25939,25939,25791,25791,0
2007-12-13,25791,25791,25696,25696,0
2007-12-14,25696,25696,25295,25295,0
2007-12-15,25295,25295,25295,25295,0
2007-12-16,25295,25295,25295,25295,0
2007-12-17,25295,25295,25016,25016,0
2007-12-18,25016,25016,24702,24702,0
2007-12-19,24702,24702,24526,24526,0
2007-12-20,24526,24561,24526,24561,0
2007-12-21,24561,24629,24561,24629,0
2007-12-22,24629,24629,24629,24629,0
2007-12-23,24629,24629,24629,24629,0
2007-12-24,24629,24839,24629,24839,0
2007-12-25,24839,24839,24839,24839,0
2007-12-26,24839,25025,24839,25025,0
2007-12-27,25025,25046,25025,25046,0
2007-12-28,25046,25203,25046,25203,0
2007-12-29,25203,25203,25203,25203,0
2007-12-30,25203,25203,25203,25203,0
2007-12-31,25203,25210,25203,25210,0
2008-01-01,25210,25210,25210,25210,0
2008-01-02,25210,25241,25210,25241,0
2008-01-03,25241,25241,25211,25211,0
2008-01-04,25211,25211,25004,25004,0
2008-01-05,25004,25004,25004,25004,0
2008-01-06,25004,25004,25004,25004,0
2008-01-07,25004,25004,24822,24822,0
2008-01-08,24822,24822,24578,24578,0
2008-01-09,24578,24578,24501,24501,0
2008-01-10,24501,24501,24359,24359,0
2008-01-11,24359,24403,24359,24403,0
2008-01-12,24403,24403,24403,24403,0
2008-01-13,24403,24403,24403,24403,0
2008-01-14,24403,24403,24336,24336,0
2008-01-15,24336,24336,24194,24194,0
2008-01-16,24194,24194,23888,23888,0
2008-01-17,23888,23888,23394,23394,0
2008-01-18,23394,23394,23225,23225,0
2008-01-19,23225,23225,23225,23225,0
2008-01-20,23225,23225,23225,23225,0
2008-01-21,23225,23225,23038,23038,0
2008-01-22,23038,23038,22463,22463,0
2008-01-23,22463,22463,22156,22156,0
2008-01-24,22156,22171,22156,22171,0
2008-01-25,22171,22570,22171,22570,0
2008-01-26,22570,22570,22570,22570,0
2008-01-27,22570,22570,22570,22570,0
2008-01-28,22570,22925,22570,22925,0
2008-01-29,22925,22925,22728,22728,0
2008-01-30,22728,22941,22728,22941,0
2008-01-31,22941,22969,22941,22969,0
2008-02-01,22969,22969,22960,22960,0
2008-02-02,22960,22960,22960,22960,0
2008-02-03,22960,22960,22960,22960,0
2008-02-04,22960,23252,22960,23252,0
2008-02-05,23252,23464,23252,23464,0
2008-02-06,23464,23464,23241,23241,0
2008-02-07,23241,23241,22993,22993,0
2008-02-08,22993,22993,22855,22855,0
2008-02-09,22855,22855,22855,22855,0
2008-02-10,22855,22855,22855,22855,0
2008-02-11,22855,22878,22855,22878,0
2008-02-12,22878,22878,22815,22815,0
2008-02-13,22815,23099,22815,23099,0
2008-02-14,23099,23256,23099,23256,0
2008-02-15,23256,23399,23256,23399,0
2008-02-16,23399,23399,23399,23399,0
2008-02-17,23399,23399,23399,23399,0
2008-02-18,23399,23399,23347,23347,0
2008-02-19,23347,23433,23347,23433,0
2008-02-20,23433,23626,23433,23626,0
2008-02-21,23626,23626,23567,23567,0
2008-02-22,23567,23761,23567,23761,0
2008-02-23,23761,23761,23761,23761,0
2008-02-24,23761,23761,23761,23761,0
2008-02-25,23761,23761,23715,23715,0
2008-02-26,23715,23850,23715,23850,0
2008-02-27,23850,24003,23850,24003,0
2008-02-28,24003,24125,24003,24125,0
2008-02-29,24125,24125,24066,24066,0
2008-03-01,24066,24066,24066,24066,0
2008-03-02,24066,24066,24066,24066,0
2008-03-03,24066,24066,23773,23773,0
2008-03-04,23773,23773,23467,23467,0
2008-03-05,23467,23467,23295,23295,0
2008-03-06,23295,23298,23295,23298,0
2008-03-07,23298,23298,23245,23245,0
2008-03-08,23245,23245,23245,23245,0
2008-03-09,23245,23245,23245,23245,0
2008-03-10,23245,23245,22984,22984,0
2008-03-11,22984,22984,22698,22698,0
2008-03-12,22698,22853,22698,22853,0
2008-03-13,22853,23091,22853,23091,0
2008-03-14,23091,23091,22882,22882,0
2008-03-15,22882,22882,22882,22882,0
2008-03-16,22882,22882,22882,22882,0
2008-03-17,22882,22892,22882,22892,0
2008-03-18,22892,22892,22550,22550,0
2008-03-19,22550,22648,22550,22648,0
2008-03-20,22648,22648,22632,22632,0
2008-03-21,22632,22632,22632,22632,0
2008-03-22,22632,22632,22632,22632,0
2008-03-23,22632,22632,22632,22632,0
2008-03-24,22632,22632,22628,22628,0
2008-03-25,22628,22768,22628,22768,0
2008-03-26,22768,23125,22768,23125,0
2008-03-27,23125,23142,23125,23142,0
2008-03-28,23142,23142,23128,23128,0
2008-03-29,23128,23128,23128,23128,0
2008-03-30,23128,23128,23128,23128,0
2008-03-31,23128,23161,23128,23161,0
2008-04-01,23161,23161,23124,23124,0
2008-04-02,23124,23303,23124,23303,0
2008-04-03,23303,23474,23303,23474,0
2008-04-04,23474,23592,23474,23592,0
2008-04-05,23592,23592,23592,23592,0
2008-04-06,23592,23592,23592,23592,0
2008-04-07,23592,23632,23592,23632,0
2008-04-08,23632,23757,23632,23757,0
2008-04-09,23757,23757,23718,23718,0
2008-04-10,23718,23718,23648,23648,0
2008-04-11,23648,23654,23648,23654,0
2008-04-12,23654,23654,23654,23654,0
2008-04-13,23654,23654,23654,23654,0
2008-04-14,23654,23862,23654,23862,0
2008-04-15,23862,23862,23751,23751,0
2008-04-16,23751,23901,23751,23901,0
2008-04-17,23901,24190,23901,24190,0
2008-04-18,24190,24309,24190,24309,0
2008-04-19,24309,24309,24309,24309,0
2008-04-20,24309,24309,24309,24309,0
2008-04-21,24309,24437,24309,24437,0
2008-04-22,24437,24551,24437,24551,0
2008-04-23,24551,24551,24497,24497,0
2008-04-24,24497,24497,24323,24323,0
2008-04-25,24323,24323,24295,24295,0
2008-04-26,24295,24295,24295,24295,0
2008-04-27,24295,24295,24295,24295,0
2008-04-28,24295,24405,24295,24405,0
2008-04-29,24405,24451,24405,24451,0
2008-04-30,24451,24451,24367,24367,0
2008-05-01,24367,24367,24367,24367,0
2008-05-02,24367,24506,24367,24506,0
2008-05-03,24506,24506,24506,24506,0
2008-05-04,24506,24506,24506,24506,0
2008-05-05,24506,24763,24506,24763,0
2008-05-06,24763,24819,24763,24819,0
2008-05-07,24819,24883,24819,24883,0
2008-05-08,24883,24883,24752,24752,0
2008-05-09,24752,24752,24690,24690,0
2008-05-10,24690,24690,24690,24690,0
2008-05-11,24690,24690,24690,24690,0
2008-05-12,24690,24690,24651,24651,0
2008-05-13,24651,24654,24651,24654,0
2008-05-14,24654,24668,24654,24668,0
2008-05-15,24668,24781,24668,24781,0
2008-05-16,24781,24883,24781,24883,0
2008-05-17,24883,24883,24883,24883,0
2008-05-18,24883,24883,24883,24883,0
2008-05-19,24883,25132,24883,25132,0
2008-05-20,25132,25283,25132,25283,0
2008-05-21,25283,25283,25283,25283,0
2008-05-22,25283,25283,25179,25179,0
2008-05-23,25179,25179,25162,25162,0
2008-05-24,25162,25162,25162,25162,0
2008-05-25,25162,25162,25162,25162,0
2008-05-26,25162,25162,25070,25070,0
2008-05-27,25070,25075,25070,25075,0
2008-05-28,25075,25099,25075,25099,0
2008-05-29,25099,25150,25099,25150,0
2008-05-30,25150,25286,25150,25286,0
2008-05-31,25286,25286,25286,25286,0
2008-06-01,25286,25286,25286,25286,0
2008-06-02,25286,25373,25286,25373,0
2008-06-03,25373,25373,25368,25368,0
2008-06-04,25368,25368,25259,25259,0
2008-06-05,25259,25259,25133,25133,0
2008-06-06,25133,25158,25133,25158,0
2008-06-07,25158,25158,25158,25158,0
2008-06-08,25158,25158,25158,25158,0
2008-06-09,25158,25158,25073,25073,0
2008-06-10,25073,25073,24880,24880,0
2008-06-11,24880,24880,24618,24618,0
2008-06-12,24618,24618,24478,24478,0
2008-06-13,24478,24619,24478,24619,0
2008-06-14,24619,24619,24619,24619,0
2008-06-15,24619,24619,24619,24619,0
2008-06-16,24619,24682,24619,24682,0
2008-06-17,24682,24747,24682,24747,0
2008-06-18,24747,24758,24747,24758,0
2008-06-19,24758,24758,24677,24677,0
2008-06-20,24677,24677,24651,24651,0
2008-06-21,24651,24651,24651,24651,0
2008-06-22,24651,24651,24651,24651,0
2008-06-23,24651,24651,24585,24585,0
2008-06-24,24585,24585,24539,24539,0
2008-06-25,24539,24539,24478,24478,0
2008-06-26,24478,24666,24478,24666,0
2008-06-27,24666,24666,24604,24604,0
2008-06-28,24604,24604,24604,24604,0
2008-06-29,24604,24604,24604,24604,0
2008-06-30,24604,24604,24518,24518,0
2008-07-01,24518,24612,24518,24612,0
2008-07-02,24612,24612,24421,24421,0
2008-07-03,24421,24421,24063,24063,0
2008-07-04,24063,24063,23570,23570,0
2008-07-05,23570,23570,23570,23570,0
2008-07-06,23570,23570,23570,23570,0
2008-07-07,23570,23570,23535,23535,0
2008-07-08,23535,23585,23535,23585,0
2008-07-09,23585,23585,23439,23439,0
2008-07-10,23439,23492,23439,23492,0
2008-07-11,23492,23492,23482,23482,0
2008-07-12,23482,23482,23482,23482,0
2008-07-13,23482,23482,23482,23482,0
2008-07-14,23482,23490,23482,23490,0
2008-07-15,23490,23490,23423,23423,0
2008-07-16,23423,23423,23423,23423,0
2008-07-17,23423,23423,23187,23187,0
2008-07-18,23187,23339,23187,23339,0
2008-07-19,23339,23339,23339,23339,0
2008-07-20,23339,23339,23339,23339,0
2008-07-21,23339,23381,23339,23381,0
2008-07-22,23381,23552,23381,23552,0
2008-07-23,23552,23552,23469,23469,0
2008-07-24,23469,23677,23469,23677,0
2008-07-25,23677,23677,23537,23537,0
2008-07-26,23537,23537,23537,23537,0
2008-07-27,23537,23537,23537,23537,0
2008-07-28,23537,23537,23392,23392,0
2008-07-29,23392,23392,23364,23364,0
2008-07-30,23364,23364,23362,23362,0
2008-07-31,23362,23728,23362,23728,0
2008-08-01,23728,23863,23728,23863,0
2008-08-02,23863,23863,23863,23863,0
2008-08-03,23863,23863,23863,23863,0
2008-08-04,23863,23863,23741,23741,0
2008-08-05,23741,23741,23575,23575,0
2008-08-06,23575,23575,23495,23495,0
2008-08-07,23495,23571,23495,23571,0
2008-08-08,23571,23571,23496,23496,0
2008-08-09,23496,23496,23496,23496,0
2008-08-10,23496,23496,23496,23496,0
2008-08-11,23496,23496,23421,23421,0
2008-08-12,23421,23421,23298,23298,0
2008-08-13,23298,23298,23214,23214,0
2008-08-14,23214,23214,23073,23073,0
2008-08-15,23073,23073,23073,23073,0
2008-08-16,23073,23073,23073,23073,0
2008-08-17,23073,23073,23073,23073,0
2008-08-18,23073,23088,23073,23088,0
2008-08-19,23088,23088,22974,22974,0
2008-08-20,22974,22974,22743,22743,0
2008-08-21,22743,22808,22743,22808,0
2008-08-22,22808,22865,22808,22865,0
2008-08-23,22865,22865,22865,22865,0
2008-08-24,22865,22865,22865,22865,0
2008-08-25,22865,22955,22865,22955,0
2008-08-26,22955,22955,22889,22889,0
2008-08-27,22889,22889,22776,22776,0
2008-08-28,22776,22827,22776,22827,0
2008-08-29,22827,22909,22827,22909,0
2008-08-30,22909,22909,22909,22909,0
2008-08-31,22909,22909,22909,22909,0
2008-09-01,22909,22909,22894,22894,0
2008-09-02,22894,22894,22816,22816,0
2008-09-03,22816,22816,22674,22674,0
2008-09-04,22674,22674,22458,22458,0
2008-09-05,22458,22458,22043,22043,0
2008-09-06,22043,22043,22043,22043,0
2008-09-07,22043,22043,22043,22043,0
2008-09-08,22043,22043,21719,21719,0
2008-09-09,21719,21967,21719,21967,0
2008-09-10,21967,21967,21677,21677,0
2008-09-11,21677,21677,21451,21451,0
2008-09-12,21451,21451,21339,21339,0
2008-09-13,21339,21339,21339,21339,0
2008-09-14,21339,21339,21339,21339,0
2008-09-15,21339,21574,21339,21574,0
2008-09-16,21574,21574,21260,21260,0
2008-09-17,21260,21260,20879,20879,0
2008-09-18,20879,20879,20879,20879,0
2008-09-19,20879,20879,20879,20879,0
2008-09-20,20879,20879,20879,20879,0
2008-09-21,20879,20879,20879,20879,0
2008-09-22,20879,21175,20879,21175,0
2008-09-23,21175,21437,21175,21437,0
2008-09-24,21437,21437,21156,21156,0
2008-09-25,21156,21156,21099,21099,0
2008-09-26,21099,21228,21099,21228,0
2008-09-27,21228,21228,21228,21228,0
2008-09-28,21228,21228,21228,21228,0
2008-09-29,21228,21228,21138,21138,0
2008-09-30,21138,21138,20403,20403,0
2008-10-01,20403,20431,20403,20431,0
2008-10-02,20431,20630,20431,20630,0
2008-10-03,20630,20630,20273,20273,0
2008-10-04,20273,20273,20273,20273,0
2008-10-05,20273,20273,20273,20273,0
2008-10-06,20273,20273,20029,20029,0
2008-10-07,20029,20029,18782,18782,0
2008-10-08,18782,18782,18293,18293,0
2008-10-09,18293,18293,17550,17550,0
2008-10-10,17550,17550,17340,17340,0
2008-10-11,17340,17340,17340,17340,0
2008-10-12,17340,17340,17340,17340,0
2008-10-13,17340,17340,16462,16462,0
2008-10-14,16462,17557,16462,17557,0
2008-10-15,17557,18306,17557,18306,0
2008-10-16,18306,18306,17655,17655,0
2008-10-17,17655,17655,17180,17180,0
2008-10-18,17180,17180,17180,17180,0
2008-10-19,17180,17180,17180,17180,0
2008-10-20,17180,17180,17029,17029,0
2008-10-21,17029,17438,17029,17438,0
2008-10-22,17438,17458,17438,17458,0
2008-10-23,17458,17458,16717,16717,0
2008-10-24,16717,16717,16373,16373,0
2008-10-25,16373,16373,16373,16373,0
2008-10-26,16373,16373,16373,16373,0
2008-10-27,16373,16373,15802,15802,0
2008-10-28,15802,15802,15421,15421,0
2008-10-29,15421,15843,15421,15843,0
2008-10-30,15843,16316,15843,16316,0
2008-10-31,16316,16316,16316,16316,0
2008-11-01,16316,16316,16316,16316,0
2008-11-02,16316,16316,16316,16316,0
2008-11-03,16316,17257,16316,17257,0
2008-11-04,17257,17533,17257,17533,0
2008-11-05,17533,17858,17533,17858,0
2008-11-06,17858,17858,17789,17789,0
2008-11-07,17789,17789,17111,17111,0
2008-11-08,17111,17111,17111,17111,0
2008-11-09,17111,17111,17111,17111,0
2008-11-10,17111,17212,17111,17212,0
2008-11-11,17212,17429,17212,17429,0
2008-11-12,17429,17429,17027,17027,0
2008-11-13,17027,17027,16610,16610,0
2008-11-14,16610,16610,16564,16564,0
2008-11-15,16564,16564,16564,16564,0
2008-11-16,16564,16564,16564,16564,0
2008-11-17,16564,16642,16564,16642,0
2008-11-18,16642,16642,16392,16392,0
2008-11-19,16392,16392,16186,16186,0
2008-11-20,16186,16186,15830,15830,0
2008-11-21,15830,15830,15298,15298,0
2008-11-22,15298,15298,15298,15298,0
2008-11-23,15298,15298,15298,15298,0
2008-11-24,15298,15366,15298,15366,0
2008-11-25,15366,15716,15366,15716,0
2008-11-26,15716,16008,15716,16008,0
2008-11-27,16008,16124,16008,16124,0
2008-11-28,16124,16322,16124,16322,0
2008-11-29,16322,16322,16322,16322,0
2008-11-30,16322,16322,16322,16322,0
2008-12-01,16322,16349,16322,16349,0
2008-12-02,16349,16349,15931,15931,0
2008-12-03,15931,15931,15810,15810,0
2008-12-04,15810,15835,15810,15835,0
2008-12-05,15835,15835,15764,15764,0
2008-12-06,15764,15764,15764,15764,0
2008-12-07,15764,15764,15764,15764,0
2008-12-08,15764,15764,15764,15764,0
2008-12-09,15764,16094,15764,16094,0
2008-12-10,16094,16266,16094,16266,0
2008-12-11,16266,16491,16266,16491,0
2008-12-12,16491,16550,16491,16550,0
2008-12-13,16550,16550,16550,16550,0
2008-12-14,16550,16550,16550,16550,0
2008-12-15,16550,16550,16386,16386,0
2008-12-16,16386,16457,16386,16457,0
2008-12-17,16457,16618,16457,16618,0
2008-12-18,16618,16794,16618,16794,0
2008-12-19,16794,16794,16740,16740,0
2008-12-20,16740,16740,16740,16740,0
2008-12-21,16740,16740,16740,16740,0
2008-12-22,16740,16740,16633,16633,0
2008-12-23,16633,16633,16526,16526,0
2008-12-24,16526,16526,16324,16324,0
2008-12-25,16324,16324,16324,16324,0
2008-12-26,16324,16329,16324,16329,0
2008-12-27,16329,16329,16329,16329,0
2008-12-28,16329,16329,16329,16329,0
2008-12-29,16329,16374,16329,16374,0
2008-12-30,16374,16440,16374,16440,0
2008-12-31,16440,16562,16440,16562,0
2009-01-01,16562,16562,16562,16562,0
2009-01-02,16562,16659,16562,16659,0
2009-01-03,16659,16659,16659,16659,0
2009-01-04,16659,16659,16659,16659,0
2009-01-05,16659,16880,16659,16880,0
2009-01-06,16880,17156,16880,17156,0
2009-01-07,17156,17339,17156,17339,0
2009-01-08,17339,17339,17189,17189,0
2009-01-09,17189,17189,16972,16972,0
2009-01-10,16972,16972,16972,16972,0
2009-01-11,16972,16972,16972,16972,0
2009-01-12,16972,16972,16822,16822,0
2009-01-13,16822,16822,16561,16561,0
2009-01-14,16561,16561,16448,16448,0
2009-01-15,16448,16448,16325,16325,0
2009-01-16,16325,16325,16189,16189,0
2009-01-17,16189,16189,16189,16189,0
2009-01-18,16189,16189,16189,16189,0
2009-01-19,16189,16328,16189,16328,0
2009-01-20,16328,16352,16328,16352,0
2009-01-21,16352,16352,16067,16067,0
2009-01-22,16067,16070,16067,16070,0
2009-01-23,16070,16081,16070,16081,0
2009-01-24,16081,16081,16081,16081,0
